nombre,cantidades,info,sabores,imagen,mix,Artículo,oferta,Estado,Rubro
GARBANZOS,250G/500G/1KG,"Los garbanzos son una de las legumbres más completas y nutritivas. Destacan por ser una excelente fuente de proteína vegetal y fibra, lo que ayuda a controlar el colesterol y los niveles de azúcar en la sangre.",,https://drive.google.com/file/d/1XKJbeUo9SjbACD4dtqJQmF4u5To__P37/view,,2335,15,✅ en precios,GRANOS Y LEGUMBRES
LENTEJAS,250G/500G/1KG,"Las lentejas son legumbres de alto valor nutricional, ricas en proteínas vegetales, fibra y minerales. Son versátiles y fáciles de preparar, adaptándose a guisos, ensaladas o preparaciones vegetarianas. Contribuyen a una alimentación equilibrada y saciante.",,https://drive.google.com/file/d/1slNFYnthbX_QkulAuG9pmsMKgmUGQ2bz/view,,1359,15,✅ en precios,GRANOS Y LEGUMBRES
LENTEJAS TURCAS,250G/500G/1KG,"Las lentejas turcas, también conocidas como lentejas rojas, se caracterizan por su rápida cocción y textura suave. Son ideales para sopas, purés y preparaciones cremosas. Aportan proteínas, fibra y son de fácil digestión.",,https://drive.google.com/file/d/1escUDrEOQkorLP0I549-_qqKqBoCIYTV/view,,1358,15,✅ en precios,GRANOS Y LEGUMBRES
MAIZ BLANCO PISADO PARTIDO,250G/500G/1KG,"El maíz blanco pisado es un grano tradicional, utilizado en preparaciones regionales. Se caracteriza por su textura firme y su capacidad de absorber sabores durante la cocción. Es ideal para guisos, sopas y recetas típicas.",,https://drive.google.com/file/d/1pE5WXu00PeFxhEhew2Is44kYfaqxQFNt/view,,1364,15,✅ en precios,GRANOS Y LEGUMBRES
MAIZ PSINGALLO,250G/500G/1KG,,,https://drive.google.com/file/d/1SUtjp1fEDZ2JDJH51o3eL4O0vGdUsF4l/view,,1366,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS ALUBIA,250G/500G/1KG,,,https://drive.google.com/file/d/1I_F4e8zp0POt39Pd8VwSsuvbbykETqGh/view,,1525,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS COLORADOS,250G/500G/1KG,,,https://drive.google.com/file/d/15OvvAj21joCbNLGkftgCNhSPaUNr220O/view,,1526,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS MANTECA,250G/500G/1KG,,,https://drive.google.com/file/d/1DOaTcIHDAnzRceH8hNaiC__obEZ0FIpk/view,,1527,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS MUNG,250G/500G/1KG,,,https://drive.google.com/file/d/1qQ9AnZelzZYUf4oa9RO8rqrWZ0l0a-Zu/view,,1528,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS NEGROS,250G/500G/1KG,,,https://drive.google.com/file/d/1icVRyx_qdajfilS1zIseAyhcHp8l1J2N/view,,1529,15,✅ en precios,GRANOS Y LEGUMBRES
POROTOS PALLARES ,250G/500G/1KG,,,https://drive.google.com/file/d/1A6IvTffQGWkXbA_df1BjG6PU1xfYzbtP/view,,1533,15,✅ en precios,GRANOS Y LEGUMBRES
TRIGO BURGOL,250G/500G/1KG,,,https://drive.google.com/file/d/1bcYWDQeqjGLrFWmRftGMapjTeuJ89R0m/view,,1634,15,✅ en precios,GRANOS Y LEGUMBRES
TRIGO CANDEAL,250G/500G/1KG,,,https://drive.google.com/file/d/1k2lT_oL_YoF81ZC1gvn0mXfkcQurGcKF/view,,2379,15,✅ en precios,GRANOS Y LEGUMBRES
TRIGO SARRACENO PELADO,250G/500G/1KG,,,https://drive.google.com/file/d/1mUfPE1S7xgGq18HrwJEpXdThK7MXlrnY/view,,2367,15,✅ en precios,GRANOS Y LEGUMBRES
ALMIDON DE MAIZ,250G/500G/1KG,"El almidón de maíz (conocido comúnmente en muchos países como maicena) es un carbohidrato complejo que se extrae del endospermo del grano de maíz. Es un polvo blanco, fino y sin olor que tiene usos fundamentales tanto en la cocina como en el hogar.",,https://drive.google.com/file/d/1-lmyboOmcA-wBKl-rgFLhLr_HUIjgD2a/view,,1113,,✅ en precios,HARINAS
FECULA DE MANDIOCA ,250G/500G/1KG,"La fécula de mandioca (también conocida como almidón de yuca o tapioca) es un polvo blanco y fino que se extrae de la raíz de la mandioca. Es uno de los ingredientes más versátiles en la cocina, especialmente valorado por ser naturalmente libre de gluten.",,https://drive.google.com/file/d/1Wah3NjiqyA-U8PlvyFd3LDYdIsFHdkbS/view,,1269,,✅ en precios,HARINAS
GERMEN DE TRIGO NATURAL,250G/500G/1KG,"El germen de trigo natural es la parte más nutritiva del grano (embrión), rico en proteínas, fibra, vitamina E, vitaminas del complejo B y minerales como zinc y magnesio. Es un potente antioxidante y energético natural, ideal para músculos, sistema nervioso y salud cardiovascular. Se consume crudo o tostado en yogures, ensaladas o batidos, siendo un gran aliado nutricional de bajo costo.",,https://drive.google.com/file/d/1oMEhZdsXYUDtcu9zYPz0DDc7lSkGBq68/view,,1281,,✅ en precios,HARINAS
GLUTEN DE TRIGO,250G/500G/1KG,"El gluten de trigo es una proteína vegetal que se encuentra de forma natural en el grano de trigo. Es el componente responsable de dar elasticidad y estructura a las masas, permitiendo que el pan suba y mantenga su forma.",,https://drive.google.com/file/d/1W6BzCdVlZbVdA-vLPnPwztzQX5wefh_w/view,,1282,,✅ en precios,HARINAS
HARINA DE ALGARROBA,250G/500G/1KG,"La harina de algarroba es un polvo fino obtenido de las vainas secas y tostadas del algarrobo, una legumbre mediterránea. Es reconocida principalmente por ser el sustituto natural y saludable del cacao, con un sabor dulce y tostado similar al chocolate, pero con un perfil nutricional superior en varios aspectos.",,https://drive.google.com/file/d/1jpPSXX6vdFBPGorCqfdhWOP1bZgoenub/view,,1291,,✅ en precios,HARINAS
HARINA DE ALMENDRAS CON PIEL,250G/500G/1KG,"La harina de almendra con piel, también conocida como harina de almendra integral, se obtiene al moler la almendra entera sin retirar la cáscara marrón. A diferencia de la harina blanca (o blanqueada), esta conserva una textura más rústica y un perfil nutricional más completo.",,https://drive.google.com/file/d/100BCjY_hlY8jmGVsPSjfgTDFpA1KmRsQ/view,,2315,,✅ en precios,HARINAS
HARINA DE ALMENDRAS SIN PIEL,250G/500G/1KG,La harina de almendras sin piel (también llamada harina blanqueada) es el resultado de moler almendras a las que se les ha retirado la cáscara marrón externa.,,https://drive.google.com/file/d/1nIG8vVlVdpwVf3pmM1fRHMD7oZC5etah/view,,1293,,✅ en precios,HARINAS
HARINA DE ARROZ,250G/500G/1KG,"La harina de arroz es una alternativa versátil y popular al trigo, especialmente valorada por ser naturalmente libre de gluten. Se obtiene moliendo granos de arroz (blanco o integral) hasta conseguir un polvo fino.",,https://drive.google.com/file/d/1Gnmcuy25XM85NbHF3ptKDTIUUxvrb1kw/view,,1294,,✅ en precios,HARINAS
HARINA DE AVENA,250G/500G/1KG,La harina de avena es simplemente granos de avena molidos hasta obtener un polvo fino. Es uno de los ingredientes más versátiles y nutritivos para sustituir harinas refinadas.,,https://drive.google.com/file/d/156HiZP8rl-2TTpAp6lBpGiIP_O1W6Xti/view,,1295,,✅ en precios,HARINAS
HARINA DE CHIA,250G/500G/1KG,"La harina de chía es un superalimento versátil que se obtiene al moler las semillas de chía. Es una opción excelente para quienes buscan una dieta libre de gluten, rica en nutrientes y con beneficios directos para la salud digestiva y cardiovascular. ",,https://drive.google.com/file/d/10m_L-7oc55O3wdP8gCKjcemmNCpamRFY/view,,1297,,✅ en precios,HARINAS
HARINA DE COCO,250G/500G/1KG,"La harina de coco es una alternativa saludable, sin gluten y alta en fibra a las harinas tradicionales. Se obtiene de la pulpa de coco seca y desgrasada.",,https://drive.google.com/file/d/1TUeRvGC1e0qrr2t2lCyAAtGlaooCzRCf/view,,1298,,✅ en precios,HARINAS
HARINA DE GARBANZO,250G/500G/1KG,"La harina de garbanzo es una alternativa nutritiva, versátil y naturalmente libre de gluten a la harina de trigo tradicional. Se obtiene moliendo garbanzos secos y es un pilar fundamental en la cocina de la India (donde se conoce como besan) y del Mediterráneo.",,https://drive.google.com/file/d/1WE3hZUJpr9AAy8kbArE1T56acjz7Sq73/view,,1299,,✅ en precios,HARINAS
HARINA DE LINO,250G/500G/1KG,"La harina de lino (o linaza) es un superalimento versátil obtenido al moler las semillas de lino. Es especialmente valorada en dietas keto, veganas y para mejorar la salud digestiva.",,https://drive.google.com/file/d/1COqF5AUobH03trgKdvqXmZzs-WJlSNAZ/view,,1300,,✅ en precios,HARINAS
HARINA DE MAIZ BLANCO,250G/500G/1KG,"La harina de maíz blanco es el ingrediente fundamental en la gastronomía de varios países latinoamericanos, especialmente en Venezuela, Colombia y México. Se obtiene al moler granos de maíz blanco secos y limpios",,https://drive.google.com/file/d/1MEHVUOUYtozuVNdJmR5U-uEs30vhe3FK/view,,1303,10,✅ en precios,HARINAS
HARINA DE SOJA DESGRASADA FINA,250G/500G/1KG,La harina de soja desgrasada fina es un producto que se obtiene de la molienda de los porotos de soja después de haberles extraído la mayor parte del aceite. Es un ingrediente clave en la industria alimentaria y en la cocina saludable por su altísimo valor nutricional.,,https://drive.google.com/file/d/1cPZxHhR5GxR50Gtfbum3cbEWTSeH3GTV/view,,1305,10,✅ en precios,HARINAS
HARINA DE TRIGO SARRACENO,250G/500G/1KG,"La harina de trigo sarraceno (o alforfón) es un ingrediente versátil, nutritivo y naturalmente libre de gluten. A pesar de su nombre, no tiene relación con el trigo; en realidad, proviene de una semilla (pseudocereal).",,https://drive.google.com/file/d/1HwPLGh5A4w3qY8QQ8oIB26nY6TFCWUY7/view,,2041,,✅ en precios,HARINAS
HARINA INTEGRAL FINA,250G/500G/1KG,"La harina integral fina es el grano de trigo entero (incluyendo salvado y germen) molido hasta obtener una textura polvorienta y suave. A diferencia de la harina integral gruesa, esta se integra mejor en las masas, permitiendo texturas más delicadas sin perder sus propiedades nutricionales.",,https://drive.google.com/file/d/1ZsaH95aMHYwlxty7pXQAr6PhDqVQwfvV/view,,1306,,✅ en precios,HARINAS
PANKO,250G/500G/1KG,,,https://drive.google.com/file/d/1-WEuzI3iwOy7xxSoPW9YCPAbQGl56JKO/view,,1670,,✅ en precios,HARINAS
SALVADO DE AVENA,250G/500G/1KG,,,https://drive.google.com/file/d/1gxl-jXMDRe0kmkcuWjjEXXrheLhg9U6B/view,,1576,,✅ en precios,HARINAS
SALVADO DE TRIGO GRUESO,250G/500G/1KG,,,https://drive.google.com/file/d/1AbCG045CpwUu-BfOTuehR_qQwmN132vx/view,,1577,,✅ en precios,HARINAS
SEMOLIN DE TRIGO,100G/250G/1KG,,,https://drive.google.com/file/d/1UtsX5YjWXAu07-Ed6gveeJzohaxkneVS/view,,1588,,✅ en precios,HARINAS
TEXTURIZADO DE SOJA,250G/500G/1KG,,,https://drive.google.com/file/d/1D_fGjQywNcrZ896fGjFIfLXKj1JpPWF4/view,,1621,,✅ en precios,HARINAS
BLEND DE TE X30 GR,1 UNIDAD,"Un blend de té es una mezcla diseñada de diferentes tipos de hojas de té o la combinación de té con otros ingredientes botánicos (flores, especias, frutas). El objetivo es crear un perfil de sabor único, equilibrado y consistente que una sola variedad de té no podría lograr por sí misma.",DIGESTIVO/CALMA FLORAL/NEGRO ESPECIADO/MATE Y COMPAÑIA ,https://drive.google.com/file/d/1M0zna1WUZv1KVDWEs5PM8REmla7auSxs/view,,2326,,✅ en precios,INFUSIONES Y HIERBAS
BOLDO,50G/250G/1KG,"El boldo seco (Peumus boldus) es una de las plantas medicinales más utilizadas en Sudamérica, especialmente valorada por sus potentes beneficios para el sistema digestivo y el hígado.",,https://drive.google.com/file/d/1J9BdkXR2a7LzKz2xazGBpa8jwTd5hmcV/view,,1154,,✅ en precios,INFUSIONES Y HIERBAS
CAFE DE BRASIL X250 GR - BRUNO BROWN,1 UNIDAD,"Bruno Brown es un tostadero de café de especialidad con sede en Mendoza que ofrece granos de origen, incluyendo su popular Café Brasil.",,https://drive.google.com/file/d/1QzOmZOZMCe8-oQSux3esdW2rUYsmYUJV/view,,2381,,✅ en precios,INFUSIONES Y HIERBAS
CAFE DE COLOMBIA HUILA X250 GR - BRUNO BROWN,1 UNIDAD,"El café de Huila (Colombia) de la tostaduría Bruno Brown es un café de especialidad de la variedad Castillo. Se destaca por un perfil limpio, equilibrado y con una acidez cítrica refrescante. ",,https://drive.google.com/file/d/1pZKQtlqJXYZ7syTOljKVgB26j9YuqT9e/view,,2382,,✅ en precios,INFUSIONES Y HIERBAS
CAFE DESCAFEINADO EXOTICO COLOMBIA X250 GR - BRUNO BROWN,1 UNIDAD,"El Colombia Exótico Descafeinado de Bruno Brown es un café de especialidad procesado con métodos que preservan su perfil sensorial original, ofreciendo una experiencia dulce y equilibrada sin los efectos de la cafeína.",,https://drive.google.com/file/d/14NmT5lu7Pmu6NnSMimShf8P7fQxQyyko/view,,2383,,✅ en precios,INFUSIONES Y HIERBAS
CEDRON,50G/250G/1KG,"El cedrón seco (también conocido como hierba luisa o verbena de Indias) es una de las plantas medicinales más apreciadas por su aroma cítrico y sus múltiples beneficios para la salud. Al estar seco, conserva sus aceites esenciales y es ideal para infusiones prolongadas.",,https://drive.google.com/file/d/1QKQS7jgOhi3PLUH8UYRvyok2QU4irBu5/view,,2038,,✅ en precios,INFUSIONES Y HIERBAS
DIENTE DE LEON,100G/250G/1KG,,,https://drive.google.com/file/d/18mTEIVJnA2Y3UI9ddfAnlKVnhfGDRRMa/view,,2072,,✅ en precios,INFUSIONES Y HIERBAS
EUCALIPTO EN HOJAS,50G/250G/1KG,"Las hojas secas conservan gran parte de los aceites esenciales del eucalipto (principalmente eucaliptol), actuando como un potente remedio natural.",,https://drive.google.com/file/d/1GmbKN3qrdwvYX4nm-iTQEo-w7Sna7rka/view,,2032,,✅ en precios,INFUSIONES Y HIERBAS
HIBISCUS FLOR,250G/500G/1KG,"La flor de hibisco, también conocida como flor de Jamaica (Hibiscus sabdariffa), es valorada mundialmente por sus múltiples propiedades medicinales, especialmente para la salud cardiovascular y digestiva.",,https://drive.google.com/file/d/1uK3AI57jCBvklH2c21huCO0TzIbpimI5/view,,1849,,✅ en precios,INFUSIONES Y HIERBAS
JAZMIN ,50G/250G/1KG,"La infusión de jazmín es una de las bebidas más apreciadas por su aroma floral y sus efectos relajantes. Generalmente, lo que conocemos como ""té de jazmín"" es una base de té verde o blanco aromatizada con los pétalos de la flor (Jasminum sambac).",,https://drive.google.com/file/d/1cyd5j6QGyRJGy552x9i1AKdcPrlRR0sg/view,,1654,,✅ en precios,INFUSIONES Y HIERBAS
JENGIBRE EN TROZOS ,50G/250G/1KG,"El jengibre en trozos seco (o deshidratado) es una forma práctica de consumir esta raíz, destacando por su potencia terapéutica y larga conservación. A diferencia del fresco, el proceso de secado transforma el gingerol en shogaol, un compuesto con efectos antiinflamatorios y analgésicos mucho más fuertes.",,https://drive.google.com/file/d/1T3Q_9avNLqzrcwpcGWYEk2a2sWOdiKik/view,,1883,,✅ en precios,INFUSIONES Y HIERBAS
LAVANDA,50G/250G/1KG,La lavanda es una planta aromática reconocida por sus propiedades relajantes. Se utiliza en infusiones por su intenso aroma floral y su capacidad para favorecer el descanso y reducir el estrés. También puede emplearse en preparaciones gastronómicas y blends herbales.,,https://drive.google.com/file/d/1ufgqaHCVmKoYPYmGon4qw6XcUSBFtltl/view,,2037,,✅ en precios,INFUSIONES Y HIERBAS
MALVA,50G/250G/1KG,La malva es una planta utilizada en infusiones por sus propiedades suavizantes. Se caracteriza por su sabor suave y su acción beneficiosa sobre el sistema digestivo y respiratorio. Es ideal para consumir sola o en blends herbales.,,https://drive.google.com/file/d/14hhKI92r9vxcgVBrJFKaACdBCTxUTiX6/view,,2095,,✅ en precios,INFUSIONES Y HIERBAS
MANZANILLA FLOR,50G/250G/1KG,"La manzanilla en flor es una hierba medicinal utilizada tradicionalmente por sus propiedades digestivas, calmantes y antiinflamatorias. Sus flores contienen compuestos activos que ayudan a aliviar molestias gastrointestinales y favorecen la relajación del sistema nervioso. Se consume principalmente en infusión, siendo ideal para después de las comidas o antes de dormir.",,https://drive.google.com/file/d/1QNLQBOe62lw2pV2iskuftZfquII0mtIf/view,,1384,,✅ en precios,INFUSIONES Y HIERBAS
MATCHA,50G/250G/1KG,"El matcha es un té verde en polvo de origen japonés, obtenido a partir de hojas de tencha finamente molidas mediante un proceso lento que preserva sus propiedades y sabor. Se caracteriza por su alta concentración de antioxidantes y su perfil intenso, con notas vegetales y umami. A diferencia de otros tés, se consume disuelto en agua y batido, lo que permite aprovechar íntegramente sus nutrientes y beneficios.",,https://drive.google.com/file/d/1psXN-OBFpdnXxHV4bIYHrg8_g25e2nqV/view,,2179,,✅ en precios,INFUSIONES Y HIERBAS
MELISA,50G/250G/1KG,"La melisa (Melissa officinalis) es una hierba medicinal tradicional, reconocida por sus propiedades calmantes, digestivas y antiespasmódicas. Se utiliza principalmente en infusión para ayudar a reducir el estrés, la ansiedad leve y mejorar la digestión. Su contenido de aceites esenciales y compuestos fenólicos contribuye al bienestar del sistema nervioso y digestivo.",,https://drive.google.com/file/d/1nuTwbjwEu0vILX-m9VGpZUjZNw6V_Sf6/view,,2039,,✅ en precios,INFUSIONES Y HIERBAS
MENTA EN HOJAS,50G/250G/1KG,"La menta en hojas es una hierba aromática utilizada tanto en infusiones como en preparaciones culinarias. Se caracteriza por su sabor fresco y su acción digestiva, ayudando a aliviar molestias gastrointestinales. Es ideal para consumir sola o en blends herbales.",,https://drive.google.com/file/d/1uZHLq8tRexcfpeHaH2ZGoMsPROPdrJdl/view,,2040,,✅ en precios,INFUSIONES Y HIERBAS
PEPERINA,50G/250G/1KG,,,https://drive.google.com/file/d/1xoWMSRmWYqBIHNsNvEsICmzaXqmoPcaP/view,,2397,,✅ en precios,INFUSIONES Y HIERBAS
PETALOS DE ROSA,50G/250G/1KG,,,https://drive.google.com/file/d/1PZdjoq9R8Tltw667G3MYuzrTBx5s3bSy/view,,1789,,✅ en precios,INFUSIONES Y HIERBAS
ROOIBOS,50G/250G/1K,,,https://drive.google.com/file/d/1aClyHjLCK67mahkBo4i1rRCyjPs_AG54/view,,5024,,✅ en precios,INFUSIONES Y HIERBAS
ROSA MOSQUETA,50G/250G/1KG,,,https://drive.google.com/file/d/18OKK-WOOndNz7Sp84C1DEdlvgKkXkL43/view,,2093,,✅ en precios,INFUSIONES Y HIERBAS
SALVIA OFICINAL,100G/250G/1KG,,,https://drive.google.com/file/d/1RBHeg34x3pVw-4zJ2hDS3NssPDfNWUR2/view,,1578,,✅ en precios,INFUSIONES Y HIERBAS
SEN FOLICULOS,50G/250G/1KG,,,https://drive.google.com/file/d/19T4_7nhaSN6JcAR447q1uvSRrtE5loBM/view,,2036,,✅ en precios,INFUSIONES Y HIERBAS
TE DE BURRO,100G/250G/1KG,,,https://drive.google.com/file/d/1RiJGOAj0VKXh4r0dJ_fIwDkjP96BM_Gu/view,,2035,,✅ en precios,INFUSIONES Y HIERBAS
TE NEGRO,100G/250G/1KG,,,https://drive.google.com/file/d/1dGOBaewCvDdS7hQePJAAS1_3kdO8K0v-/view,,1618,,✅ en precios,INFUSIONES Y HIERBAS
TE ROJO,100G/250G/1KG,,,https://drive.google.com/file/d/12_ZoGdYCPG1kIPt7Oo0POqHTiytwW_gF/view,,1619,,✅ en precios,INFUSIONES Y HIERBAS
TE VERDE,100G/250G/1KG,,,https://drive.google.com/file/d/1l7WWaMGL6b7nDuwFaqv24_5PQrOKyDmY/view,,2048,,✅ en precios,INFUSIONES Y HIERBAS
YERBA DEL PLATERO,100G/250G/1KG,,,https://drive.google.com/file/d/1lmaTBTwKRx4zmpoMnZZGy7w2-O7bR5rB/view,,2033,,✅ en precios,INFUSIONES Y HIERBAS
YERBA MATE DESPALADA - KALENA,250G/500G/1KG,,,https://drive.google.com/file/d/15EJULhDDOgD32LXhlB-NEZNFxiob_PfO/view,,2043,,✅ en precios,INFUSIONES Y HIERBAS
CEREZAS AL MARRASCHINO X170 GR - AGROIANNI,1 UNIDAD,"Las Cerezas al Marrasquino Agroianni son un producto premium de conservas originario de Mendoza, Argentina. Se destacan en el mercado gourmet por ser consideradas más naturales y menos artificiales que otras marcas comerciales.",,https://drive.google.com/file/d/11j2OvzMbXf8HlUc_LepoKfIJ2zhgrqpZ/view,,1188,,✅ en precios,LINEA GOURMET
CEREZAS AL MARRASCHINO X330 GR - AGROIANNI,1 UNIDAD,"Las Cerezas al Marrasquino Agroianni son un producto premium de conservas originario de Mendoza, Argentina. Se destacan en el mercado gourmet por ser consideradas más naturales y menos artificiales que otras marcas comerciales.",,https://drive.google.com/file/d/1n-AmN8O6FFR4JPZ7DXpiOGF0SKi6uoZD/view,,1193,,✅ en precios,LINEA GOURMET
HIGOS EN ALMIBAR X450 GR - MUPAY,1 UNIDAD,"Los Higos en Almíbar Mupay son un producto gourmet regional de Argentina, conocidos por su elaboración artesanal con ""alma de campo"" y recetas tradicionales.",,https://drive.google.com/file/d/1PQQftkdPVjy3Cjj_EcSJpyF1jUgeZOuf/view,,1309,,✅ en precios,LINEA GOURMET
HUMO NATURAL X250 ML - 1854,1 INIDAD,"El humo natural es el resultado de la combustión incompleta de materiales orgánicos, principalmente madera. A diferencia del humo líquido (que es un concentrado químico), el humo natural contiene una mezcla compleja de compuestos que aportan sabor, color y actúan como conservante.",,https://drive.google.com/file/d/1gtp5JtqUjuytfA2y0RkeRxLPoncp4skt/view,,1316,,✅ en precios,LINEA GOURMET
KIMCHI X360 GR - VERDE VIDA,1 UNIDAD,"El Kimchi de Verde Vida es un alimento probiótico artesanal elaborado en Mendoza, Argentina, que destaca por su proceso agroecológico y sus beneficios para la salud intestinal. Se basa en la receta tradicional coreana de vegetales fermentados, adaptada con ingredientes locales y orgánicos.",,https://drive.google.com/file/d/1F0yBVzAq8L8rgbDntdUWvsq2KeXmJUtk/view,,2395,,✅ en precios,LINEA GOURMET
MAYONESA X270GR - MAYOV,1 UNIDAD,"La Mayonesa Vegana Original Mayov es una alternativa sin huevo ni lácteos, elaborada a base de ingredientes de origen vegetal. Se caracteriza por su textura cremosa y sabor suave, ideal para ensaladas, sándwiches o como dip. Su formato de 270 g es práctico para el uso cotidiano, permitiendo disfrutar de una opción vegetal sin resignar sabor.",ORIGINAL/ZANAHORIA/REMOLACHA,https://drive.google.com/file/d/1FfYsxhXlp0nmV4VQQRIPedQY33dWGz99/view,,2515,,✅ en precios,LINEA GOURMET
MOSTAZA CON MIEL ORGANICA X190 GR - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1mCaphqI4L3gzN1mvaUEiSl73xnWkEub_/view,,2476,,✅ en precios,LINEA GOURMET
PASTA ACEITUNAS CONDIMENTADAS X200 GR - AGROIANNI,1 UNIDAD,,MORRONES/ROQUEFORD,https://drive.google.com/file/d/1jOiziHD_BwjYP1CimsEZsR0NRp1oN2sD/view,,1462,,✅ en precios,LINEA GOURMET
PASTA ACEITUNAS NEGRAS X200 GR - AGROIANNI,1 UNIDAD,,,https://drive.google.com/file/d/1buCE3EFB7RkTuMG-ASjK3Nxg3q75DiIM/view,,1463,,✅ en precios,LINEA GOURMET
PASTA ACEITUNAS VERDES X200 GR - AGROIANNI,1 UNIDAD,,,https://drive.google.com/file/d/1rBrhMaOTZQDoRZ-mg8FcN1UNx6rqOFb2/view,,1464,,✅ en precios,LINEA GOURMET
PASTA DE AJI PICANTE X90 GR - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1ohqcAqI8AL-EC5LjkeUkqDhABoAQveGT/view,,1465,,✅ en precios,LINEA GOURMET
PASTA DE AJO X80 GR - ALCARAZ,1 UNIDAD,,,https://drive.google.com/file/d/1mR-S81yA8VtpmULY72UFMOTw2Wddnyyg/view,,1468,,✅ en precios,LINEA GOURMET
SALSA AJI PICANTE X180 CC - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/16NM2mXxE9wmmviLwe2JRjvbOGM1Em8wZ/view,,1687,,✅ en precios,LINEA GOURMET
SALSA CESAR 250 GR - CASA DE LA TORRE,1 UNIDAD,,,https://drive.google.com/file/d/1Pq0cJ-1LSi77WGA6LA0oqOj_yIBOcqdy/view,,1803,,✅ en precios,LINEA GOURMET
SALSA CHIMICHURRI  X250 GR - CASA DE LA TORRE,1 UNIDAD,,,https://drive.google.com/file/d/1g7l76fCsTcA25IDMABNWD2haWKt-v9cS/view,,1566,,✅ en precios,LINEA GOURMET
SALSA DE SOJA X180 CC - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1PAn7aEWgCX6yH7pqg9NMjr3VaqWWthZM/view,,1571,,✅ en precios,LINEA GOURMET
SALSA INGLESA X180 CC - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1MzTytsrBpb7g-pTnAQPzS9EvnSzmI_5k/view,,2502,,✅ en precios,LINEA GOURMET
SALSA JALAPEÑO ROJA X180 CC - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1asGGwtSe0cqp2XNIqImcedqdrNWeXWpa/view,,1573,,✅ en precios,LINEA GOURMET
SALSA JALAPEÑO VERDE X180 CC - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1q_Xb0TfIyGC8Fs3kssRQ3E8i4tnHKchE/view,,1683,,✅ en precios,LINEA GOURMET
SALSA SOJA X1 L - FUMEIGA,1 UNIDAD,,,https://drive.google.com/file/d/1qQsHGWKKEjSAWNU7GUaTFoQHX5ykncDo/view,,1574,,✅ en precios,LINEA GOURMET
SALSA TAHINE - ALCARAZ GOURMET,1 UNIDAD,,,https://drive.google.com/file/d/1l1OFPfs_09cJw2hhDWFGtHMCHGDsFZIc/view,,2144,,✅ en precios,LINEA GOURMET
SALSA TERIYAKI X250 CC - HASHI,1 UNIDAD,,,https://drive.google.com/file/d/1WWLAbPz_UE6xIEQB4dSwtnaR-wwH-cMX/view,,1575,,✅ en precios,LINEA GOURMET
ZAPALLO EN ALMIBAR X360 GR - MUPAY,1 UNIDAD,,,https://drive.google.com/file/d/1o94OU9WC3fRCpzE3YSs4BGzvAWi8Vd1H/view,,1656,,✅ en precios,LINEA GOURMET
MANTECA CLARIFICADA GHEE X370 GR - ENTRENUTS,1 UNIDAD,"El ghee Entrenuts es manteca clarificada obtenida a partir de mantequilla, con eliminación de agua y sólidos lácteos. Este proceso mejora su estabilidad al calor, permitiendo cocinar a altas temperaturas sin degradarse fácilmente. Es una alternativa práctica en la cocina diaria, con sabor suave y buena conservación.",,https://drive.google.com/file/d/1Z8F8Q8Aft9HCPjnD_sSqR3D0nIrKXuN9/view,,2269,,✅ en precios,MANTECAS Y PASTAS
MANTECA CLARIFICADA X150 GR - ENTRENUTS,1 UNIDAD,,,https://drive.google.com/file/d/1w8hR54csNhPAI36VqPAfezkZlZUI6VUH/view,,5021,,✅ en precios,MANTECAS Y PASTAS
MANTEQUILLA DE MANI PROTEICA X370 GR - ENTRENUTS,1 UNIDAD,,COOKIE AND CREAM,https://drive.google.com/file/d/1EVtuYzl6tVQQmi8MFfCet_Ubc5FaXVIo/view,,5012,,✅ en precios,MANTECAS Y PASTAS
MANTEQUILLA DE MANI X 370 GR - ENTRENUTS,1 UNIDAD,"La mantequilla de maní Entrenuts es un alimento elaborado a base de maní tostado, sin agregados innecesarios como azúcares, sal ni conservantes. Se destaca por su perfil nutricional, aportando proteínas y grasas saludables, lo que la convierte en una opción adecuada para una alimentación equilibrada. Es apta sin TACC y vegana, ideal para consumir en desayunos, meriendas o como complemento en distintas preparaciones.",,https://drive.google.com/file/d/1qZh_OzE6KEBPY-1IeONmJnUF5PksSrSg/view,,1383,,✅ en precios,MANTECAS Y PASTAS
